house_name,location,bedroom_count,bathroom_count,carport_count,price,land_area,building_area,jarak_ke_kota_km
"Rumah Baru Hadap Timur di Margahayu Raya, Bandung","Buah Batu, Bandung",2,1,2,690000000.0,72,45,5.260994555
"Hitung Tanah Rumah Luas Pasirluyu, Lebar Muka 45 Meter","Buah Batu, Bandung",4,4,0,7500000000.0,702,300,5.260994555
Dijual Rumah Strategis Minimalis Harga bagus Jarang ada di podomoro park Bandung ,"Buah Batu, Bandung",3,2,1,2400000000.0,126,127,5.260994555
"Dijual Rumah Baru di Bojong Koneng, Cibeunying Kidul, Kota Bandung.","Cibeunying Kidul, Bandung",3,2,3,1450000000.0,103,120,3.218228266
Rumah 3 Lantai Minimalis Baru SHM di Cigadung Raya Timur Bandung,"Cibeunying Kidul, Bandung",3,3,2,2600000000.0,110,145,3.218228266
Perumahan di Bojong Koneng Cikutra - Bangunan Baru Minimalis Modern Siap Huni - Turun Harga Jual Cepat (Good Invest),"Cibeunying Kidul, Bandung",5,2,2,2290000000.0,135,200,3.218228266
"Dijual Rumah Baru, di Bojong Koneng, Cibeunying Kidul, Kota Bandung","Cibeunying Kidul, Bandung",3,2,3,1450000000.0,103,120,3.218228266
Rumah 3 Lantai Bagus SHM di Bojong Koneng Cikutra Kota Bandung,"Cibeunying Kidul, Bandung",3,3,1,1200000000.0,110,300,3.218228266
Rumah di Pasirlayung Cibeunying Dekat Ke Cimenyan View Bandung,"Cibeunying Kidul, Bandung",5,2,2,3700000000.0,805,482,3.218228266
Rumah di Jatihandap Cicaheum Bandung Bebas Costume Design,"Cibeunying Kidul, Bandung",2,1,0,430000000.0,105,36,3.218228266
Dijual Rumah Pasirlayung View 180° Kota Bandung ,"Cibeunying Kidul, Bandung",0,0,0,3500000000.0,805,450,3.218228266
Rumah Baru Nice View di Komplek Bojong Koneng Cibeunying Bandung,"Cibeunying Kidul, Bandung",3,2,2,1370000000.0,103,120,3.218228266
Dijual Rumah Cocok Untuk Jd Kost Di Sayap Cikutra Bandung,"Cibeunying Kidul, Bandung",4,2,0,5000000000.0,888,400,3.218228266
Di Jual Rumah Bisa Untuk Temapt Kost Sayap Cikutra Bandung,"Cibeunying Kidul, Bandung",4,3,0,5000000000.0,888,400,3.218228266
Rumah Gress modern minimalis siap huni Cibeunying Kidul Rex,"Cibeunying Kidul, Bandung",3,2,2,1370000000.0,103,120,3.218228266
Dijual Cepat Rumah Area Cikutra Cibeunying Kidul ,"Cibeunying Kidul, Bandung",4,3,0,2000000000.0,159,250,3.218228266
Rumah Mewah Plus Usaha Resto Mainroad di Cibeunying Kidul Bandung,"Cibeunying Kidul, Bandung",8,4,2,3500000000.0,204,350,3.218228266
Rumah Minimalis Pusat Kota Bandung,"Cibeunying Kidul, Bandung",5,2,1,1900000000.0,295,200,3.218228266
Rumah Modern Dijual Di Cibeunying Kota Bandung Ada Kolam Renang,"Cibeunying Kidul, Bandung",4,2,2,2900000000.0,182,200,3.218228266
Rumah keren 2 Lantai di Bojong koneng SHM Bagus Utara,"Cibeunying Kidul, Bandung",3,2,3,1450000000.0,103,120,3.218228266
"Dijual Rumah Baru Bojong Koneng, Cibeunying Kidul, Kota Bandung","Cibeunying Kidul, Bandung",3,2,3,1450000000.0,103,120,3.218228266
"Rumah Bagus Minimalis Dekat Kampus Upi Area Cibiru,bandung","Cibiru, Bandung",2,1,1,775000000.0,98,50,12.16337184
Rumah Baru Siap Huni Pilar Biru Cibiru Dekat Panyileukan Bandung,"Cibiru, Bandung",2,1,1,530000000.0,97,55,12.16337184
Rumah Murah Banget di Bawah Pasaran Njop Rumah 3 Lanatai SHM,"Cibiru, Bandung",4,3,1,700000000.0,200,280,12.16337184
Rumah 2 lantai siap huni ber SHM dekat UPI Cibiru bandung,"Cibiru, Bandung",2,2,2,490000000.0,94,50,12.16337184
Rumah Baru Minimalis di Permata Biru Cibiru Bandung,"Cibiru, Bandung",2,1,1,435000000.0,60,40,12.16337184
Jual rumah ready stock di Cibiru Wetan ,"Cibiru, Bandung",2,1,1,225000000.0,53,30,12.16337184
Rumah minimalis dekat kota Bandung,"Cibiru, Bandung",2,1,1,440000000.0,100,36,12.16337184
"RUMAH CIBIRU , Bagus Rapih","Cibiru, Bandung",6,3,2,1500000000.0,133,260,12.16337184
Dijual Cepat Rumah + Kosan Murah Dekat Uin Bandung,"Cibiru, Bandung",9,8,0,450000000.0,140,154,12.16337184
Dijual Murah Rumah Di Komplek Permata Biru Cibiru Cinunuk Bandung,"Cibiru, Bandung",2,1,1,325000000.0,60,50,12.16337184
"Jual Rumah + Kost Hitung Tanah Cibiru, Bandung","Cibiru, Bandung",10,4,4,3500000000.0,373,182,12.16337184
Rumah Murah Permata Biru Cibiru Lt 184 Hanya 500jutaan,"Cibiru, Bandung",2,1,3,590000000.0,184,50,12.16337184
Rumah Siap Huni di Cibiru Dekat Kampus Upi Dan Uin Bandung Timur,"Cibiru, Bandung",2,1,1,525000000.0,68,42,12.16337184
Rumah Murah dekat Labschool UPI Cibiru LT 253 Cocok u Kost2an,"Cibiru, Bandung",2,1,2,799000000.0,235,100,12.16337184
Rumah Villa Nyaman Luas di Cibiru Bandung,"Cibiru, Bandung",3,3,10,7500000000.0,2782,250,12.16337184
Rumah Kost Aktif Strategis Masuk Mobil di Cibiru Bandung,"Cibiru, Bandung",29,17,0,2500000000.0,325,325,12.16337184
Sisa 1 Readystock Cluster dekat Kampus UPI Cibiru Bandung,"Cibiru, Bandung",2,1,1,525000000.0,69,42,12.16337184
Dijual Rumah Indent Di Pandan Wangi Bandung,"Cibiru, Bandung",5,4,0,1200000000.0,74,102,12.16337184
"Dijual Rumah Siap Huni di Mega Asri Residence, Bandung","Cicendo, Bandung",3,2,1,1650000000.0,102,130,2.460211443
Rumah Nyaman Terawat Lokasi Strategis di Bandung Tengah,"Cicendo, Bandung",2,4,4,5950000000.0,300,200,2.460211443
Rumah Mewah Murah Dengan Lift Jalan Cipto Pasirkaliki Bandung,"Cicendo, Bandung",5,5,5,19900000000.0,415,650,2.460211443
Rumah Nyaman Siap Huni Lokasi Bagus di Cicendo Bandung,"Cicendo, Bandung",4,3,9,18000000000.0,360,760,2.460211443
Dijual Cepat Rumah Elite Gateway Pasteur Kota Bandung,"Cicendo, Bandung",2,2,0,1900000000.0,59,56,2.460211443
Dijual Rumah Siap huni Di Cicendo Pusat Kota Bandung ,"Cicendo, Bandung",3,3,1,2700000000.0,187,187,2.460211443
Rumah Klasik Strategis Bagus SHM di Jl.dr.radjiman Kota Bandung,"Cicendo, Bandung",3,4,0,38300000000.0,1324,380,2.460211443
Rumah 2 Lt di Aulia Pasteur Harmoni Cicendo Dkt Tol Pasteur SHM,"Cicendo, Bandung",2,2,1,1450000000.0,83,70,2.460211443
Sayap Pajajaran Bandung,"Cicendo, Bandung",5,4,1,2850000000.0,116,300,2.460211443
"Dijual disewa di Komplek Pesona Pasteur Gunung Batu , Bandung","Cicendo, Bandung",2,2,1,1100000000.0,100,70,2.460211443
Rumah Strategis Pinggir Jalan Ramai di Sayap Pajajaran Bandung,"Cicendo, Bandung",3,2,8,9800000000.0,396,400,2.460211443
Rumah Luas Strategis Tengah Kota di Sayap Pasirkaliki Bandung,"Cicendo, Bandung",4,3,2,8000000000.0,375,550,2.460211443
Rumah 1 Lantai Bagus Komplek Nyaman Di Gunung Batu Kota Bandung,"Cicendo, Bandung",2,1,1,950000000.0,84,55,2.460211443
"Bangunan Heritage Bagus SHM di Sayap Pasirkaliki , Bandung","Cicendo, Bandung",3,4,2,38300000000.0,1324,380,2.460211443
Rumah Butuh Renov Strategis Masuk Mobil Sayap Pasirkaliki Bandung,"Cicendo, Bandung",3,1,0,1350000000.0,88,86,2.460211443
Rumah Cicendo Bandung,"Cicendo, Bandung",2,2,0,2800000000.0,168,150,2.460211443
"Rumah Dijual Mewah Ada Lift di Area Dr Cipto , Kota Bandung","Cicendo, Bandung",3,6,4,17500000000.0,415,600,2.460211443
RUMAH JL. WIBISANA,"Cicendo, Bandung",3,3,0,2500000000.0,152,152,2.460211443
Dijual Villa Terawat Full Furnish Siap Huni View Keren di Punclut Bandung,"Cidadap, Bandung",4,3,6,6990000000.0,1014,400,6.038573662
R Budisari Harga Njop,"Cidadap, Bandung",5,4,0,4250000000.0,325,400,6.038573662
"Rumah Full Furnished SHM 2 Lt di Cidadap Bandung dkt UNPAR,ITB ","Cidadap, Bandung",3,3,1,10500000000.0,512,350,6.038573662
Wow turun hrg....rumah cantik nyaman 2 lantai di budisari,"Cidadap, Bandung",3,2,2,7190000000.0,688,450,6.038573662
Perumahan Budisari Bandung,"Cidadap, Bandung",5,4,2,6000000000.0,390,299,6.038573662
"Rumah Luas Strategis SHM di Komplek Budisari Setiabudi , Bandung","Cidadap, Bandung",6,4,2,7800000000.0,505,405,6.038573662
Rumah Hook Minimalis Strategis SHM di Citra Green Dago Bandung,"Cidadap, Bandung",5,5,2,3500000000.0,186,180,6.038573662
Rumah Minimalis Jalan Utama SHM Komplek Citra Green Dago Bandung,"Cidadap, Bandung",5,6,4,4500000000.0,236,400,6.038573662
Rumah Lux Komplek Elit di Bale Pakuan Cisatu Ciumbuleuit Bandung,"Cidadap, Bandung",3,2,2,7000000000.0,164,450,6.038573662
Rumah 2 Lantai Tengah Kota Akses 1 Mobil di Sayap Dago Bandung,"Cidadap, Bandung",4,2,1,750000000.0,78,100,6.038573662
Rumah Mungil 1 Lantai Akses Jalan 1 Mobil di Sayap Dago Bandung,"Cidadap, Bandung",1,1,0,500000000.0,55,35,6.038573662
Jual Rumah Siap Huni Furnished Budi Indah Bandung,"Cidadap, Bandung",3,3,0,6500000000.0,450,300,6.038573662
Turun Harga Dibawah Njop Rumah Strategis di Cipaku,"Cidadap, Bandung",3,2,1,2600000000.0,260,195,6.038573662
Rumah Dijual Bandung Utara,"Cidadap, Bandung",3,2,3,2900000000.0,252,240,6.038573662
"Dijual Rumah Bagus di Cidadap, Bandung","Cidadap, Bandung",10,3,2,4100000000.0,388,580,6.038573662
"Rumah Unik Joglo Antik high class Classical Architecture di Bekasi, Full Furnished Etnis Klasik Dekat Cawang Dan Bandara Halim","Cidadap, Bandung",6,3,2,12900000000.0,410,600,6.038573662
Rumah Tinggal View Bandung Udara Sangat Sejuk SHM 2 Lantai di Cipaku Bandung,"Cidadap, Bandung",4,3,3,5000000000.0,510,400,6.038573662
Dijual Rumah Jl. Cipaku Indah LT 510 m2LB 432 m2/2 lantaiSHM / HGB GB  : SHMHadap BaratKT            : 4K.asisten :1Gudang    :1KM : 4Garasi : 3 MobilCarport : 2 MobilListrik    :4400 w njirAir          :Artesis /bulananTelp        :3 salur,"Cidadap, Bandung",4,4,2,6500000000.0,510,432,6.038573662
Rumah Asri ala Belanda dekat Dago  dgn Pusat Kota Bandung,"Coblong, Bandung",10,5,1,31000000000.0,898,650,3.551341755
Dijual Rumah di Mainroad Sayap Dago Kawasan Komersil Kota Bandung,"Coblong, Bandung",7,3,2,32000000000.0,892,1300,3.551341755
"Rumah 2 Lantai Bagus Unfurnished SHM di Coblong, Bandung","Coblong, Bandung",14,13,1,2900000000.0,200,340,3.551341755
"Kost an aktif deket kampus ITB, UNPAD, UNPAR dll di dago bandung","Coblong, Bandung",29,29,4,8500000000.0,311,500,3.551341755
"LANGKA! Rumah Nyaman 2 Lantai di Tubagus Ismail, Sayap Dago, Bandung!","Coblong, Bandung",6,4,1,4800000000.0,290,250,3.551341755
"Rumah Homey 3 Lantai SHM di Bukit Dago Utara , Bandung","Coblong, Bandung",5,4,2,7500000000.0,232,300,3.551341755
Rumah Strategis Untuk Segala Usaha Mainroad Cisitu Indah Bandung,"Coblong, Bandung",9,4,6,35000000000.0,1738,950,3.551341755
Rumah Kos Aktif Bangunan Baru Akses 1 Mobil di Sayap Dago Bandung,"Coblong, Bandung",9,9,0,2150000000.0,100,270,3.551341755
Rumah Strategis Untuk Segala Usaha di Mainroad Cihampelas Bandung,"Coblong, Bandung",6,3,4,25000000000.0,460,400,3.551341755
Kost- kostan 2 lantai deket ITB di Sayap babak siliwangi,"Coblong, Bandung",18,6,0,2400000000.0,230,400,3.551341755
"Dijual Rumah Mewah 2 Lantai Bisa Usaha di Mainroad Cihampelas, depan bentuk ruko","Coblong, Bandung",3,3,6,16000000000.0,362,444,3.551341755
"Rumah cantik 3 Lantai ,strategis, SHM Sudah Renovasi","Coblong, Bandung",4,3,0,1300000000.0,100,250,3.551341755
Kostan aktif & selalu penuh di Sekeloa dekat kampus Unpad,"Coblong, Bandung",38,38,0,3500000000.0,392,550,3.551341755
"Asri Dan Nyaman, Sekitar Gasibu, Unpad, Dipati Ukur Dan Dago","Coblong, Bandung",4,2,1,998000000.0,135,200,3.551341755
"Rumah Mewah Bagus di Resort Dago Pakar, Bandung","Coblong, Bandung",5,4,2,5500000000.0,554,360,3.551341755
Dijual Rumah Dan Kost Di Sekeloa Kota Bandung,"Coblong, Bandung",15,15,0,6500000000.0,350,321,3.551341755
RUMAH 2 lt dlm cluster Cisitu dekat ITB KOTA COBLONG BANDUNG,"Coblong, Bandung",4,3,2,2200000000.0,130,131,3.551341755
Rumah Lama Zona Komersial 745 m² Dihitung Tanah Jl Tamansari,"Coblong, Bandung",7,4,12,23000000000.0,745,280,3.551341755
Rumah mewah di Summarecon Bandung,"Gede Bage, Bandung",5,3,1,2800000000.0,105,104,11.18144002
Rumah Premium Modern Summarecon Bandung,"Gede Bage, Bandung",4,3,2,2710000000.0,117,122,11.18144002
Rumah Cantik Amanda Premium Siap Huni Summarecon Gedebaga Bandung,"Gede Bage, Bandung",4,4,1,2800000000.0,128,150,11.18144002
Rumah Mewah 2 Lantai Summarecon Gedebage Bandung Dekat Al Jabar Akses Tol Mudah Siap Huni,"Gede Bage, Bandung",4,3,2,2600000000.0,135,142,11.18144002
Rumah 2 lantai dekat ke Terminal Riung Bandung & Summarecon,"Gede Bage, Bandung",2,1,0,433000000.0,66,60,11.18144002
"Rumah 2 lantai dekat area perkantoran, dalam kota Bandung. Fasiltas mall, RS, Sekolah, rumah ibadah.","Gede Bage, Bandung",4,3,2,2600000000.0,120,115,11.18144002
RUMAH SUMMARECON NEW DESIGN CLUSTER GENOVA FASILITAS HOTEL BINTANG 5,"Gede Bage, Bandung",3,2,0,2600000000.0,120,105,11.18144002
Rumah Luxury di Summarecon Bandung,"Gede Bage, Bandung",5,4,3,5000000000.0,228,252,11.18144002
Rumah Siap Huni Di Cluster Flora Summarecon,"Gede Bage, Bandung",3,2,1,2200000000.0,90,75,11.18144002
Rumah Baru Summarecon bandung cluster emily,"Gede Bage, Bandung",4,3,1,10000000000.0,300,375,11.18144002
rumah murah bumi Adipura 2 lantai Gedebage kota bandung,"Gede Bage, Bandung",3,2,1,597000000.0,90,120,11.18144002
Dijual Rumah Baru Cluster Flora Summarecon Kota Bandung,"Gede Bage, Bandung",4,2,0,2600000000.0,105,90,11.18144002
Dijual Rumah Bagus Cluster Flora Siap Huni Di Summarecon Bandung,"Gede Bage, Bandung",4,2,0,2300000000.0,105,97,11.18144002
Btari Summarecon Bandung Jarang ada...,"Gede Bage, Bandung",3,2,1,2850000000.0,162,124,11.18144002
Dijual Rumah Cluster Flora Freya Premium Summarecon Gedebage,"Gede Bage, Bandung",4,2,1,2450000000.0,105,104,11.18144002
"Murah Rumah Minimalis Komplek Grand Sharon, Bandung ","Gede Bage, Bandung",4,3,0,1950000000.0,180,120,11.18144002
1m an  RUMAH Minimalis SUMMARECON BANDUNG,"Gede Bage, Bandung",2,2,1,1150000000.0,66,54,11.18144002
Rumah 2 Lantai SHM Baru,"Gede Bage, Bandung",2,2,1,1600000000.0,108,62,11.18144002
Cepat Rumah Siap Huni Kiara Asri tengah kota Bandung,"Kiaracondong, Bandung",2,1,1,950000000.0,91,51,5.72325533
"Rumah Mewah Bandung, 7 Mnt Telkom Univeristy 10 Mnt Tol Buahbatu","Kiaracondong, Bandung",2,1,1,235000000.0,60,36,5.72325533
Jual RUMAH MURAH STRATEGIS DEKAT TOL BUAH BATU,"Kiaracondong, Bandung",2,1,1,285000000.0,72,50,5.72325533
Rumah di Jalan Soma 2 Lantai Harga 1Man lokasi strategis,"Kiaracondong, Bandung",3,2,1,1450000000.0,133,100,5.72325533
Rumah murah lokasi sangat strategis,"Kiaracondong, Bandung",2,1,1,23500000.0,36,60,5.72325533
Dijual Rumah 2 Lantai Di Komplek Kiarasari Asri Kircon Bandung,"Kiaracondong, Bandung",6,3,0,1450000000.0,120,150,5.72325533
Dijual Rumah Baru 2 Lantai Kiarasari Kircon Bandung Timur,"Kiaracondong, Bandung",3,2,0,970000000.0,60,70,5.72325533
For Sale Rumah Baru 2 Lantai Kiarasari Kircon Kota Bandung ,"Kiaracondong, Bandung",3,2,0,955000000.0,60,70,5.72325533
"Rumah Terawat Siap Huni di Kiaracondong Antapani, Bandung","Kiaracondong, Bandung",4,2,2,1800000000.0,230,278,5.72325533
Dijual Rugi di bawah apraisal Bangunan Pinggir Jalan Ramai ,"Kiaracondong, Bandung",12,7,25,9990000000.0,753,650,5.72325533
"Rumah 3 Lantai di Bumi Asri Sukapura, Bandung","Kiaracondong, Bandung",8,2,1,1250000000.0,119,213,5.72325533
Rumah Turun Harga SHM Bagus di Jalan Kiaracondong Bandung Kota,"Kiaracondong, Bandung",4,3,2,1400000000.0,168,300,5.72325533
Rumah 2 Lantai SHM Bagus di Komplek Kiara Sari Buah Batu Bandung,"Kiaracondong, Bandung",4,3,2,2000000000.0,178,150,5.72325533
Rumah 2 Lantai Bangunan Baru di Bababkan Sari Kiaracondong,"Kiaracondong, Bandung",4,3,2,1500000000.0,168,340,5.72325533
Jl Cpt Rmh Kos Kosan Di Kiara Condong Kota Bandung,"Kiaracondong, Bandung",28,6,6,1300000000.0,258,450,5.72325533
Rumah Dekat Dengan Berbagai Fasilitas di Buah Batu,"Kiaracondong, Bandung",3,2,1,1600000000.0,89,171,5.72325533
Dijual Rumah Baru Siap Huni Kiara Condong,"Kiaracondong, Bandung",2,1,1,1250000000.0,112,51,5.72325533
"Rumah 2 Lantai Bagus Unfurnished SHM di Jl Sekejati Parabon, Bandung","Kiaracondong, Bandung",29,12,8,5950000000.0,735,670,5.72325533
Jual Rumah Usaha Di Pelajar Pejuang 45,"Lengkong, Bandung",0,0,1,7500000000.0,308,461,2.324088218
Rumah Murah Siap Huni Area Malabar Lengkong,"Lengkong, Bandung",4,4,2,6800000000.0,288,400,2.324088218
" Lokasi Strategis , Jarang Ada , Kotak Dan Dekat Pusat Kota ","Lengkong, Bandung",5,2,0,31300000000.0,1694,394,2.324088218
Rumah Keluarga Sayap Burangrang Malabar Lengkong Gatsu,"Lengkong, Bandung",4,3,2,8300000000.0,321,300,2.324088218
Jual Rumah Mewah Stategis di Lengkong Besar Pusat Kota Bandung,"Lengkong, Bandung",2,2,0,4700000000.0,333,450,2.324088218
Dijual Rumah Baru Mewah di Lengkong Bandung,"Lengkong, Bandung",4,4,2,7900000000.0,320,450,2.324088218
"Rumah Bagus Furnished Karapitan, Bandung","Lengkong, Bandung",5,5,2,3800000000.0,145,275,2.324088218
Rumah Minimalis Furnish 2 Lantai SHM sayap karapitan Jual Cepat,"Lengkong, Bandung",3,3,2,3750000000.0,145,250,2.324088218
Rumah di pusat kota jl melong karapitan  cepat,"Lengkong, Bandung",3,2,5,2800000000.0,156,160,2.324088218
Rumah Cocok Untuk Kantor Siap Huni Lengkong,"Lengkong, Bandung",4,4,2,6800000000.0,288,400,2.324088218
Rumah Siap Huni di Sayap Lengkong Bandung,"Lengkong, Bandung",3,2,0,800000000.0,130,72,2.324088218
"RUMAH / RUANG USAHA / KANTOR at Jl GURAME RAYA, BANDUNG","Lengkong, Bandung",0,0,0,8500000000.0,289,251,2.324088218
"Rumah Bagus Unfurnished SHM di Lengkong, Bandung","Lengkong, Bandung",5,6,10,6800000000.0,288,400,2.324088218
Rumah Terawat Strategis nyaman Sayap Gatot Subroto Kota Bandung,"Lengkong, Bandung",12,5,6,18000000000.0,467,240,2.324088218
Rumah Strategis Jalan Martanegara hitung tanah saja Harga NJOP,"Lengkong, Bandung",1,1,1,3600000000.0,267,267,2.324088218
"Rumah Strategis 2 Lantai Bagus SHM di Jl. Karapitan , Bandung","Lengkong, Bandung",7,4,1,8500000000.0,376,500,2.324088218
 Rumah Murah Cocok Untuk Kantor Siap Huni Lengkong,"Lengkong, Bandung",5,6,2,6800000000.0,288,400,2.324088218
Dijual Rumah di Jalan Lengkong Baru,"Lengkong, Bandung",4,4,0,7800000000.0,311,465,2.324088218
Temurah Jual Cepat Rumah di Pasir Impun Bandung Sangat Terawat,"Mandalajati, Bandung",2,2,2,1550000000.0,360,120,7.138017173
Dijual Rumah Baru Siap Huni di Pasir Impun Sa,"Mandalajati, Bandung",2,1,1,1000000000.0,98,68,7.138017173
Dijual Rumah Cantik di Cluster Sayana Terrace House Pasir Impun ,"Mandalajati, Bandung",3,3,1,1600000000.0,122,184,7.138017173
JUAL RUMAH SIAP HUNI DALAM CLUSTER JATIHANDAP,"Mandalajati, Bandung",2,1,1,490000000.0,60,50,7.138017173
Rumah Bagus Strategis Tengah Kota SHM di Ah Nasution Kota Bandung,"Mandalajati, Bandung",3,2,0,4250000000.0,303,80,7.138017173
Dijual Rumah Besar Bagus di Jatihandap Bandung,"Mandalajati, Bandung",6,5,6,4200000000.0,750,400,7.138017173
Rumah Luas 1000m2 Dekat Cicaheum Bandung,"Mandalajati, Bandung",13,4,5,7000000000.0,1000,600,7.138017173
Rumah Cluster 2 Lantai Siap Huni Bebas Banjir,"Mandalajati, Bandung",3,2,1,1250000000.0,84,90,7.138017173
Dijual murah rumah mewah 3 lantai di cicaheum bandung,"Mandalajati, Bandung",5,1,2,6500000000.0,868,600,7.138017173
"MURAH RUMAH SIAP HUNI DI JATIHANDAP DEKAT KE CICAHEUM, SAUNG UJO","Mandalajati, Bandung",2,1,1,550000000.0,72,36,7.138017173
"Rumah Jl. Ah Nasution, Pasir Impun, Mandalajati, Kota Bandung","Mandalajati, Bandung",5,4,0,9500000000.0,886,600,7.138017173
Rumah Komp. Green Garden Sangat Murah Dan Nyaman,"Mandalajati, Bandung",0,0,0,650000000.0,90,90,7.138017173
Rumah Idaman Masa Kini Dikawasan Nyaman di Mandalajati,"Mandalajati, Bandung",4,2,1,1750000000.0,112,185,7.138017173
"Parah Sih Kalau Di Skip, Rumah Murah Nyaman Di Antapani","Mandalajati, Bandung",2,1,1,850000000.0,93,60,7.138017173
Jangan Sampai Lolos.. Hunian Baru Desain Keren Area Mandalajati,"Mandalajati, Bandung",3,2,1,1650000000.0,172,142,7.138017173
Dijual Rumah Minimalis Terawat di Jatihandap Kota Bandung,"Mandalajati, Bandung",5,2,1,875000000.0,84,128,7.138017173
Rumah Idaman Nuansa Villa View Cantik Lokasi di Mandalajati,"Mandalajati, Bandung",4,2,1,1750000000.0,112,185,7.138017173
Menarik Kan Rumah Mevvah Cocok Untuk Keluarga Di Area Mandalajati,"Mandalajati, Bandung",4,2,1,1750000000.0,122,185,7.138017173
Rumah Siap Huni Bumi Panyieukan Cipadung Kidul Bandung,"Panyileukan, Bandung",4,2,1,1600000000.0,102,200,11.8780796
Rumah minimalis di cluster panyileukan cibiru dkt gor gbla blkg polda,"Panyileukan, Bandung",3,2,2,700000000.0,119,80,11.8780796
Rumah siap huni di Pangaritan antapani dekat polda,"Panyileukan, Bandung",5,3,1,1000000000.0,162,120,11.8780796
Jual Rumah Nyaman di Panyileukan Bandung Kota,"Panyileukan, Bandung",4,3,1,1100000000.0,162,120,11.8780796
3 Unit Rumah Baru Ready Stock di Bumi Panyileukan Kota Bandung,"Panyileukan, Bandung",2,1,1,675000000.0,100,50,11.8780796
Dijual Rumah 300 Jutaan Termurah di Komplek Bumi Panyileukan,"Panyileukan, Bandung",3,2,1,390000000.0,60,45,11.8780796
Rumah baru 2 lantai siap hi I panyileukan Kota bandung ,"Panyileukan, Bandung",3,2,2,860000000.0,91,95,11.8780796
Rumah baru shm Scandinavian smart home di panyileukan bandung ,"Panyileukan, Bandung",2,1,1,695000000.0,87,42,11.8780796
Rumah baru 2 lantai shm townhouse panyileukan bandung ,"Panyileukan, Bandung",3,2,1,857000000.0,79,68,11.8780796
Rumah baru shm minimalis di panyileukan Kota bandung jawa barat ,"Panyileukan, Bandung",2,1,1,585000000.0,45,72,11.8780796
DIJUAL FULLFURNISH PAVILIUN+ KOSKOSAN TERISI PENUH DI PANYILEUKAN,"Panyileukan, Bandung",27,14,2,4200000000.0,216,450,11.8780796
"MURAH. Dijual Rumah Siap Huni di Panyileukan, Bandung","Panyileukan, Bandung",4,3,1,1100000000.0,162,120,11.8780796
D P 29 Juta All In Rumah Cipadung Cibiru Dekat P O L D A Jabar.,"Panyileukan, Bandung",2,1,1,532000000.0,48,41,11.8780796
 Rumah 2 Lantai Terawat Nyaman di Bumi Panyileukan Bandung,"Panyileukan, Bandung",4,1,0,1800000000.0,105,250,11.8780796
"Murah Jual Cepat Rumah Bagus SHM di Panyileukan , Bandung","Panyileukan, Bandung",7,3,1,935000000.0,152,300,11.8780796
Rumah 2Lt panyileukan Bandung dijual cepat,"Panyileukan, Bandung",2,1,0,675000000.0,63,70,11.8780796
Rumah Murah Dekat Gbla Mesjid Al Jabar Panyileukan Bandung,"Panyileukan, Bandung",5,2,1,935000000.0,152,300,11.8780796
Bu Rumah Besar 2 Lt di Panyileukan Dkt Ujungberung Bandung Kota,"Panyileukan, Bandung",4,2,1,900000000.0,102,120,11.8780796
Dijual Rumah Baru Lt140/120 Harga850jt di Komplek Bandung Kotamadya,"Rancasari, Bandung",0,0,0,850000000.0,140,122,8.828200518
Komplek Metro Margahayu Raya Rumah Di Soetta Buahbatu Bandung,"Rancasari, Bandung",4,2,1,1100000000.0,150,200,8.828200518
DIJUAL CEPAT RUMAH DI KOMPLEK MARGAHAYU RAYA DEKAT METRO,"Rancasari, Bandung",3,2,1,895000000.0,144,120,8.828200518
"Komplek Margahayu Raya, Rancasari, Metro Soekarno Hatta, Kota Bandung. Dekat Rs Edelweiss","Rancasari, Bandung",4,5,2,2200000000.0,233,280,8.828200518
MURAH RUMAH SIAP HUNI MARGAHAYU RAYA BARAT SO,"Rancasari, Bandung",2,1,1,825000000.0,140,94,8.828200518
Rumah bagus di Riung Bandung Bypass. Murah,"Rancasari, Bandung",3,2,1,690000000.0,99,100,8.828200518
Dijual rumah lt120/120 hrg875 di depan komp grand Sharon Bandung,"Rancasari, Bandung",0,0,0,875000000.0,120,120,8.828200518
For Sale Rumah Tinggal Di Komplek Pasir Pogor Bandung,"Rancasari, Bandung",3,2,0,850000000.0,121,100,8.828200518
Dijual Murah Lt100 90 Harga 475jt Rm di Riung Bandung Soekarno Hatta,"Rancasari, Bandung",0,0,0,475000000.0,100,90,8.828200518
Dijual Cepat! Rumah Jupiter Margahayu dekat MTC Hadap Timur,"Rancasari, Bandung",4,3,1,1200000000.0,123,100,8.828200518
Rumah cantik siap huni perumahan nyaman dan aman Santosa Asih Cipamokolan,"Rancasari, Bandung",7,2,0,1300000000.0,163,200,8.828200518
Rumah Di Cluster Asri One Gate System Di Riung Bandung,"Rancasari, Bandung",2,1,1,650000000.0,77,50,8.828200518
"Dijual Rumah Baru, Cluster, Murah 525jt Kota Bandung Ciwastra Rancasari","Rancasari, Bandung",2,1,1,525000000.0,75,40,8.828200518
Rumah Pondok Indah Baturaden Rancasari Dijual Cepat Via Lelang,"Rancasari, Bandung",3,2,1,676000000.0,135,158,8.828200518
Murah Rumah di Komplek Pondok Indah Baturaden Rancasari,"Rancasari, Bandung",3,2,1,676000000.0,135,158,8.828200518
Rumah Terawat Nyaman Dan Aman di Riung Bandung,"Rancasari, Bandung",2,2,0,950000000.0,108,216,8.828200518
